Machine_ID,Product_ID,Date,Due_Amount,Actual_Amount
A,P001,2017-11-14,3.5,5.0
D,P006,2017-09-13,3.0,3.0
A,P002,2017-11-29,1.5,1.5
C,P004,2017-05-12,1.5,1.5
B,P006,2017-06-11,3.0,3.0
B,P012,2017-09-16,2.0,2.0
D,P006,2017-06-02,3.0,3.0
D,P006,2017-10-08,3.25,3.25
E,P011,2017-02-01,2.0,5.5
C,P022,2017-07-15,2.0,2.0
D,P017,2017-11-16,2.0,2.0
D,P006,2017-12-13,3.0,3.0
E,P014,2017-06-23,1.5,1.5
C,P012,2017-03-12,2.0,2.0
C,P008,2017-02-19,2.5,2.5
D,P006,2017-05-12,3.0,3.0
D,P006,2017-03-28,3.0,3.0
C,P022,2017-01-17,2.0,2.0
D,P018,2017-11-24,1.5,1.5
A,P004,2017-07-02,1.5,1.5
C,P012,2017-12-16,2.0,2.0
E,P019,2017-03-06,2.0,2.0
E,P022,2017-03-03,2.0,2.0
D,P006,2017-05-04,3.0,3.0
B,P004,2017-01-22,1.5,1.5
D,P011,2017-11-27,2.0,2.0
B,P011,2017-12-15,2.0,4.0
B,P019,2017-05-06,1.5,1.5
D,P017,2017-11-20,1.5,1.5
D,P011,2017-08-29,2.0,2.0
E,P007,2017-10-26,2.5,2.5
B,P013,2017-11-16,1.5,1.5
D,P006,2017-01-28,3.0,3.0
D,P006,2017-06-23,3.0,3.0
D,P019,2017-12-02,1.5,1.5
D,P006,2017-04-12,3.0,3.0
D,P006,2017-11-06,3.0,3.0
E,P022,2017-01-03,2.0,2.0
E,P012,2017-04-12,2.0,2.0
D,P013,2017-10-12,1.0,1.0
D,P020,2017-04-09,1.0,1.0
E,P005,2017-07-26,1.5,1.5
A,P012,2017-02-18,2.0,2.0
C,P022,2017-06-03,2.0,2.0
D,P011,2017-05-22,2.5,2.5
D,P019,2017-06-12,1.5,1.5
A,P006,2017-07-19,3.0,3.0
C,P020,2017-07-22,1.5,3.0
D,P011,2017-08-16,0.0,0.0
D,P006,2017-06-26,3.0,3.0
D,P006,2017-02-01,3.0,6.5
C,P019,2017-01-20,1.5,3.0
D,P011,2017-05-19,5.0,6.5
C,P022,2017-08-10,2.0,
C,P022,2017-04-29,2.0,2.0
A,P001,2017-10-11,3.5,3.5
D,P009,2017-04-30,,4.0
A,P002,2017-12-20,1.5,1.5
D,P006,2017-11-01,3.0,3.0
D,P011,2017-02-23,0.0,0.0
C,P012,2017-04-11,2.0,2.0
D,P006,2017-08-14,3.0,3.0
D,P006,2017-02-29,3.0,3.0
C,P012,2017-03-11,2.0,2.0
D,P021,2017-03-25,1.5,1.5
D,P006,2017-11-21,3.0,3.0
A,P002,2017-01-11,1.5,1.5
E,P008,2017-07-21,2.5,2.5
E,P012,2017-10-17,2.0,4.0
D,P006,2017-04-20,3.0,3.0
E,P012,2017-12-08,2.0,2.0
E,P022,2017-10-17,2.0,2.0
E,P002,2017-06-27,1.5,1.5
D,P011,2017-05-07,2.0,2.0
D,P011,2017-03-01,2.0,2.0
E,P013,2017-03-23,1.5,1.5
D,P017,2017-12-27,1.5,1.5
D,P009,2017-10-19,1.5,1.5
D,P006,2017-09-26,3.0,3.0
A,P022,2017-03-25,2.0,2.0
E,P005,2017-03-13,1.5,1.5
E,P019,2017-01-09,1.5,3.0
C,P011,2017-03-15,1.75,1.75
D,P006,2017-04-14,3.0,3.0
E,P013,2017-06-23,1.5,3.5
E,P007,2017-10-11,2.5,2.5
C,P022,2017-12-29,2.0,2.0
A,P002,2017-07-08,1.5,1.5
C,P002,2017-03-03,2.5,3.75
E,P014,2017-12-19,1.5,3.5
D,P021,2017-12-11,2.0,2.0
E,P011,2017-06-10,2.0,2.0
D,P006,2017-04-22,3.0,3.0
D,P006,2017-07-03,3.0,3.0
D,P011,2017-08-21,2.0,2.0
B,P012,2017-10-08,2.0,7.0
D,P011,2017-11-01,,
D,P011,2017-07-23,2.0,2.0
E,P012,2017-08-19,2.0,2.0
D,P011,2017-01-10,2.5,2.5
D,P011,2017-05-10,2.5,5.0
B,P012,2017-01-31,2.0,2.0
A,P002,2017-12-20,1.5,1.5
D,P006,2017-09-16,3.0,3.0
B,P006,2017-09-16,3.0,3.0
D,P011,2017-03-08,2.0,2.0
C,P012,2017-10-30,2.0,2.0
C,P012,2017-06-03,2.0,2.0
D,P006,2017-12-19,3.0,3.0
E,P011,2017-11-01,2.0,2.0
C,P019,2017-02-21,1.5,1.5
B,P007,2017-12-08,2.5,2.5
E,P012,2017-09-11,2.0,2.0
D,P013,2017-02-05,1.0,1.0
D,P008,2017-10-13,2.5,2.5
C,P022,2017-08-06,2.0,2.0
D,P006,2017-01-20,3.0,3.0
D,P006,2017-02-10,3.0,3.0
E,P001,2017-08-04,3.5,6.25
E,P005,2017-01-22,1.5,1.5
A,P019,2017-05-24,1.5,1.5
A,P016,2017-05-16,2.75,2.75
B,P005,2017-11-05,1.5,2.75
A,P016,2017-02-09,2.75,2.75
D,P011,2017-02-26,2.0,7.0
D,P011,2017-04-06,2.5,2.5
D,P006,2017-02-23,3.0,3.0
D,P006,2017-06-06,3.0,3.0
B,P006,2017-04-08,3.0,3.0
A,P004,2017-09-03,1.5,1.5
B,P006,2017-12-16,3.0,3.0
E,P013,2017-08-29,1.5,1.5
E,P012,2017-11-30,2.0,2.0
E,P007,2017-10-27,2.5,2.5
D,P008,2017-03-25,2.5,2.5
B,P006,2017-02-08,3.0,3.0
D,P017,2017-06-18,1.5,1.5
E,P022,2017-04-13,,
D,P006,2017-09-06,,3.0
C,P022,2017-09-23,,2.0
D,P009,2017-11-08,1.5,1.5
E,P022,2017-03-06,2.0,2.0
A,P019,2017-06-14,1.5,1.5
D,P008,2017-01-06,2.5,2.5
E,P012,2017-05-23,2.0,2.0
D,P006,2017-01-23,3.0,3.0
A,P011,2017-01-17,1.25,3.25
E,P014,2017-03-17,1.5,1.5
D,P011,2017-07-19,2.5,5.0
D,P006,2017-10-04,3.0,3.0
A,P006,2017-02-22,3.0,3.0
C,P004,2017-08-20,1.5,1.5
D,P006,2017-12-22,3.0,3.0
B,P006,2017-09-16,3.0,3.0
B,P013,2017-04-22,1.5,1.5
B,P011,2017-10-13,4.0,4.0
B,P019,2017-06-12,1.25,1.25
A,P002,2017-03-30,1.5,1.5
D,P008,2017-03-18,2.5,2.5
B,P002,2017-01-08,1.5,1.5
D,P006,2017-10-14,3.0,3.0
C,P012,2017-10-28,0.0,0.0
D,P006,2017-03-17,3.0,3.0
A,P002,2017-02-23,1.5,1.5
D,P017,2017-01-22,1.5,1.5
E,P019,2017-10-21,2.0,2.0
E,P012,2017-03-27,2.0,3.5
D,P011,2017-07-21,2.0,2.0
C,P012,2017-04-16,2.0,2.0
A,P019,2017-03-12,1.5,1.5
D,P011,2017-07-14,2.5,2.5
D,P006,2017-04-04,3.0,3.0
D,P011,2017-09-10,2.0,5.5
D,P011,2017-09-28,2.5,2.5
B,P019,2017-05-09,1.5,1.5
D,P006,2017-11-04,3.0,3.0
C,P008,2017-03-14,2.5,2.5
C,P012,2017-10-18,2.0,2.0
D,P017,2017-01-18,2.0,2.0
E,P020,2017-08-10,1.5,1.5
D,P021,2017-12-18,1.5,3.0
D,P011,2017-07-24,2.0,2.0
D,P008,2017-03-17,2.5,4.0
E,P019,2017-12-27,1.5,1.5
C,P002,2017-11-12,1.5,1.5
D,P006,2017-05-19,3.0,3.0
E,P002,2017-01-06,1.5,1.5
D,P006,2017-02-25,3.0,3.0
E,P002,2017-04-22,1.5,1.5
C,P008,2017-10-08,2.5,2.5
D,P006,2017-05-30,3.0,3.0
D,P017,2017-10-28,1.5,1.5
D,P011,2017-01-18,2.0,3.5
E,P022,2017-07-09,,5.5
C,P022,2017-12-09,2.0,2.0
C,P002,2017-09-05,1.5,1.5
E,P014,2017-10-13,1.5,1.5
C,P012,2017-06-12,2.0,2.0
E,P022,2017-01-24,2.0,2.0
E,P011,2017-05-21,2.0,2.0
D,P006,2017-12-14,3.0,3.0
C,P012,2017-04-02,2.0,2.0
C,P022,2017-04-26,2.0,2.0
D,P008,2017-01-22,2.5,2.5
A,P002,2017-03-21,1.5,1.5
E,P014,2017-12-21,1.5,1.5
E,P002,2017-02-07,1.5,1.5
C,P007,2017-08-25,2.5,2.5
A,P011,2017-03-18,1.25,1.25
D,P006,2017-08-01,3.0,3.0
C,P015,2017-01-01,2.0,2.0
E,P004,2017-06-05,1.5,1.5
B,P002,2017-10-13,1.5,1.5
C,P012,2017-01-05,2.0,
D,P006,2017-10-05,3.0,3.0
C,P002,2017-11-02,1.5,1.5
D,P018,2017-04-04,1.5,4.0
A,P001,2017-10-11,3.5,
E,P012,2017-01-09,2.0,2.0
E,P002,2017-05-29,1.5,1.5
D,P006,2017-06-02,3.0,3.0
C,P012,2017-10-10,2.0,
E,P002,2017-09-03,1.5,1.5
D,P011,2017-11-01,2.5,2.5
C,P012,2017-04-24,2.0,3.25
E,P005,2017-05-09,1.5,1.5
D,P006,2017-05-03,3.0,3.0
A,P002,2017-06-27,1.5,1.5
D,P011,2017-11-22,2.5,2.5
D,P006,2017-04-07,3.0,3.0
D,P011,2017-08-12,2.0,3.5
B,P004,2017-03-05,1.5,1.5
D,P017,2017-07-31,1.5,1.5
D,P019,2017-09-30,1.5,1.5
D,P006,2017-10-11,3.0,3.0
B,P019,2017-04-05,1.5,1.5
E,P022,2017-10-08,2.0,2.0
E,P004,2017-06-10,1.5,1.5
E,P012,2017-05-16,2.0,3.5
D,P006,2017-02-07,3.25,3.25
A,P006,2017-04-24,3.0,3.0
D,P006,2017-12-12,0.0,0.0
E,P012,2017-05-20,2.0,2.0
D,P006,2017-11-15,3.0,3.0
A,P006,2017-12-06,3.0,3.0
D,P006,2017-02-03,3.0,3.0
D,P019,2017-08-15,1.5,1.5
C,P022,2017-04-29,2.0,2.0
D,P019,2017-08-20,1.5,1.5
B,P002,2017-06-28,1.5,1.5
A,P002,2017-11-03,1.5,5.0
D,P006,2017-10-03,3.0,3.0
D,P017,2017-03-03,2.0,2.0
E,P004,2017-07-31,1.5,6.5
D,P006,2017-02-16,3.0,3.0
D,P006,2017-08-02,3.0,3.0
E,P002,2017-07-16,1.5,1.5
D,P006,2017-12-23,3.0,3.0
B,P006,2017-12-07,3.0,3.0
E,P004,2017-06-25,1.5,1.5
A,P001,2017-06-24,3.5,3.5
D,P017,2017-01-16,2.0,2.0
D,P017,2017-11-30,1.5,1.5
C,P004,2017-09-02,1.5,3.0
E,P004,2017-07-06,1.5,1.5
C,P012,2017-08-10,2.0,2.0
D,P006,2017-04-09,3.0,3.0
D,P011,2017-11-12,2.0,2.0
D,P017,2017-07-21,2.0,2.0
C,P019,2017-04-19,1.5,1.5
D,P011,2017-01-27,2.0,2.0
D,P006,2017-02-17,3.0,3.0
C,P022,2017-03-05,2.0,2.0
E,P013,2017-12-07,1.5,1.5
D,P021,2017-07-11,2.0,6.5
C,P012,2017-03-26,4.0,4.0
D,P008,2017-04-10,2.5,2.5
E,P004,2017-12-18,1.5,1.5
D,P017,2017-03-29,1.5,1.5
D,P006,2017-08-31,3.0,3.0
A,P022,2017-12-01,2.0,6.0
D,P006,2017-10-31,3.0,3.0
E,P008,2017-07-26,2.5,2.5
E,P004,2017-01-25,1.5,1.5
B,P019,2017-02-09,2.0,2.0
E,P012,2017-04-09,2.0,2.0
A,P012,2017-04-24,2.0,2.0
A,P001,2017-12-26,3.5,3.5
B,P019,2017-11-15,1.5,1.5
A,P006,2017-10-06,3.0,3.0
C,P022,2017-07-01,2.0,2.0
D,P006,2017-06-20,3.0,3.0
D,P009,2017-07-27,1.5,1.5
D,P006,2017-07-27,3.0,3.0
C,P019,2017-03-07,1.5,1.5
C,P015,2017-10-28,2.0,2.0
E,P012,2017-08-18,2.0,2.0
E,P005,2017-06-16,1.5,1.5
C,P012,2017-01-14,2.0,2.0
D,P011,2017-08-18,2.5,2.5
E,P019,2017-05-03,1.5,1.5
A,P007,2017-08-25,2.0,2.0
D,P006,2017-06-24,3.0,3.0
D,P006,2017-01-30,3.0,3.0
E,P013,2017-09-01,1.5,1.5
A,P016,2017-09-20,2.75,2.75
B,P002,2017-02-02,1.5,1.5
D,P006,2017-07-03,3.0,3.0
E,P013,2017-01-22,1.5,3.5
C,P002,2017-05-11,1.5,1.5
E,P007,2017-09-03,2.5,2.5
D,P006,2017-02-16,3.0,3.0
A,P012,2017-12-18,2.0,2.0
D,P017,2017-11-05,1.5,3.0
D,P006,2017-04-19,3.0,3.0
D,P006,2017-06-18,3.0,3.0
E,P014,2017-06-22,1.5,1.5
D,P006,2017-01-14,,3.0
C,P005,2017-05-17,1.5,1.5
A,P014,2017-11-25,3.0,3.0
A,P014,2017-12-17,0.0,0.0
D,P006,2017-01-16,3.0,3.0
D,P017,2017-07-14,1.5,1.5
B,P006,2017-08-01,3.0,
C,P022,2017-09-25,2.0,2.0
C,P019,2017-10-07,1.5,1.5
B,P014,2017-01-29,1.5,1.5
C,P007,2017-05-07,2.5,2.5
E,P004,2017-04-09,1.5,1.5
A,P006,2017-04-09,3.0,3.0
E,P019,2017-12-28,1.5,1.5
D,P011,2017-11-26,2.5,2.5
E,P007,2017-04-02,2.5,2.5
A,P016,2017-04-19,2.75,2.75
D,P011,2017-10-23,2.0,2.0
D,P011,2017-10-21,2.0,2.0
D,P011,2017-09-27,2.5,2.5
B,P022,2017-06-26,2.0,4.5
B,P019,2017-04-19,1.25,1.25
B,P006,2017-12-16,3.0,3.0
D,P011,2017-02-21,4.0,5.5
D,P009,2017-04-25,1.5,
D,P006,2017-10-17,3.0,3.0
E,P022,2017-04-22,2.0,2.0
B,P014,2017-08-28,1.5,1.5
C,P008,2017-05-30,2.5,2.5
D,P006,2017-05-15,3.0,3.0
C,P012,2017-11-30,2.0,2.0
D,P005,2017-07-23,1.5,1.5
D,P006,2017-10-19,3.0,3.0
E,P004,2017-05-20,1.5,3.5
B,P019,2017-12-08,1.5,1.5
A,P001,2017-11-14,3.5,5.0
C,P022,2017-08-12,2.0,2.0
A,P008,2017-05-14,2.5,2.5
A,P011,2017-01-18,1.25,1.25
E,P005,2017-10-28,1.5,1.5
D,P006,2017-07-09,0.0,0.0
C,P015,2017-06-10,2.0,2.0
D,P020,2017-09-17,1.0,1.0
D,P011,2017-11-25,2.0,2.0
D,P006,2017-09-26,3.0,3.0
E,P007,2017-10-13,2.5,2.5
C,P012,2017-06-18,2.0,2.0
D,P006,2017-05-19,3.0,3.0
D,P006,2017-01-11,3.0,3.0
D,P006,2017-09-13,3.0,3.0
D,P011,2017-10-06,2.5,2.5
D,P011,2017-11-08,2.5,2.5
B,P006,2017-10-21,3.0,3.0
D,P006,2017-09-28,3.0,3.0
A,P004,2017-05-06,1.5,1.5
D,P006,2017-09-30,3.0,3.0
D,P006,2017-03-30,3.0,3.0
D,P006,2017-04-17,3.0,3.0
C,P012,2017-08-19,2.0,3.5
D,P011,2017-09-25,2.0,2.0
E,P004,2017-11-02,1.5,1.5
B,P002,2017-03-05,1.5,1.5
D,P020,2017-08-11,1.5,1.5
B,P006,2017-02-21,3.0,3.0
D,P019,2017-10-07,1.5,1.5
D,P006,2017-05-10,3.0,3.0
E,P012,2017-08-24,2.0,2.0
D,P006,2017-10-30,3.0,3.0
D,P011,2017-12-25,2.5,4.0
D,P017,2017-09-25,1.5,1.5
A,P016,2017-05-11,2.75,2.75
C,P022,2017-02-15,2.0,2.0
C,P015,2017-09-04,2.0,2.0
B,P013,2017-12-12,1.5,1.5
D,P017,2017-03-20,1.5,1.5
D,P006,2017-06-13,3.0,3.0
B,P006,2017-08-02,3.0,3.0
D,P006,2017-10-31,3.0,3.0
E,P014,2017-05-01,1.5,1.5
D,P006,2017-02-27,3.0,3.0
B,P002,2017-10-19,1.5,1.5
D,P011,2017-02-29,2.0,2.0
D,P018,2017-01-10,1.0,1.0
D,P015,2017-01-11,2.0,2.0
A,P006,2017-05-09,3.0,6.0
D,P011,2017-03-30,2.5,2.5
A,P019,2017-06-28,1.5,1.5
D,P021,2017-01-28,2.0,7.0
E,P012,2017-09-02,2.0,2.0
C,P022,2017-03-08,2.0,2.0
A,P022,2017-09-20,2.0,2.0
D,P017,2017-04-12,1.5,1.5
A,P002,2017-10-26,1.5,1.5
A,P006,2017-05-07,3.0,3.0
D,P011,2017-01-02,2.5,2.5
E,P019,2017-09-12,2.0,2.0
D,P006,2017-01-29,3.0,3.0
D,P006,2017-08-07,3.0,3.0
D,P006,2017-06-06,3.0,3.0
D,P006,2017-01-03,3.0,3.0
A,P019,2017-12-31,1.5,1.5
C,P022,2017-04-06,2.0,2.0
D,P006,2017-02-22,3.0,3.0
E,P022,2017-05-04,2.0,2.0
D,P011,2017-08-15,2.5,6.5
D,P006,2017-06-01,3.25,3.25
E,P002,2017-02-21,1.5,1.5
E,P007,2017-02-13,2.5,2.5
C,P022,2017-07-10,2.0,2.0
D,P006,2017-10-22,3.0,3.0
D,P006,2017-12-08,3.0,3.0
E,P014,2017-05-29,1.5,1.5
B,P022,2017-09-04,2.0,2.0
C,P012,2017-11-07,2.0,2.0
E,P004,2017-04-15,1.5,1.5
D,P011,2017-06-06,2.5,2.5
D,P008,2017-09-07,2.5,2.5
D,P006,2017-06-06,3.0,3.0
C,P012,2017-09-03,2.0,2.0
C,P002,2017-12-11,1.5,1.5
A,P016,2017-06-27,0.0,0.0
D,P006,2017-02-15,3.0,3.0
E,P007,2017-05-24,2.5,2.5
C,P008,2017-04-21,2.5,2.5
E,P019,2017-03-27,1.5,1.5
A,P002,2017-05-14,1.5,1.5
D,P006,2017-09-06,3.0,3.0
A,P006,2017-11-13,3.0,3.0
D,P006,2017-08-22,3.0,3.0
E,P013,2017-10-17,1.5,1.5
D,P006,2017-05-15,3.0,3.0
B,P006,2017-04-17,3.0,3.0
D,P009,2017-03-05,1.5,1.5
E,P012,2017-05-28,2.0,2.0
E,P012,2017-11-07,2.0,4.5
E,P012,2017-04-01,2.0,4.5
E,P013,2017-07-04,1.5,3.5
B,P007,2017-04-25,2.5,2.5
D,P011,2017-11-18,2.0,2.0
A,P006,2017-03-26,3.0,3.0
B,P012,2017-04-19,2.0,2.0
E,P014,2017-04-23,1.5,1.5
C,P022,2017-02-21,2.0,2.0
D,P019,2017-09-20,3.0,4.5
E,P005,2017-07-24,1.5,1.5
D,P021,2017-03-03,1.5,1.5
A,P006,2017-01-24,3.0,3.0
D,P011,2017-03-25,2.0,2.0
C,P022,2017-07-26,2.0,2.0
B,P011,2017-11-07,2.0,2.0
D,P011,2017-05-08,2.5,2.5
C,P022,2017-05-17,2.0,2.0
D,P017,2017-07-28,1.5,1.5
D,P006,2017-07-31,3.0,3.0
A,P012,2017-04-06,2.0,3.25
C,P022,2017-01-27,2.0,2.0
C,P022,2017-02-11,2.0,2.0
C,P015,2017-01-15,2.0,2.0
C,P015,2017-07-25,2.0,2.0
E,P022,2017-09-28,2.0,2.0
D,P006,2017-04-09,3.0,3.0
A,P019,2017-05-06,1.5,1.5
E,P013,2017-04-15,1.5,1.5
E,P012,2017-12-09,2.0,2.0
D,P006,2017-11-10,,3.25
E,P019,2017-10-05,2.0,2.0
B,P013,2017-10-24,1.5,1.5
C,P022,2017-08-21,2.0,2.0
D,P006,2017-02-29,3.0,3.0
B,P006,2017-04-21,3.0,3.0
A,P019,2017-08-11,1.5,1.5
D,P011,2017-01-22,2.5,6.5
C,P022,2017-04-22,2.0,2.0
D,P006,2017-08-08,3.0,3.0
D,P006,2017-12-20,3.25,3.25
D,P019,2017-12-31,0.0,0.0
D,P006,2017-05-05,3.0,3.0
B,P002,2017-11-23,1.5,1.5
D,P006,2017-03-22,3.0,3.0
A,P011,2017-08-09,2.0,2.0
E,P014,2017-09-04,1.5,7.25
D,P008,2017-05-20,2.5,2.5
E,P011,2017-10-22,2.0,2.0
D,P019,2017-09-09,1.5,3.0
E,P014,2017-04-21,1.5,
C,P012,2017-10-31,2.0,2.0
D,P011,2017-01-06,2.0,2.0
D,P006,2017-10-26,3.0,3.0
D,P006,2017-08-10,3.0,3.0
B,P012,2017-05-23,2.0,2.0
C,P022,2017-08-23,2.0,2.0
D,P018,2017-09-02,1.0,1.0
D,P011,2017-08-24,2.0,6.0
D,P017,2017-02-15,1.5,1.5
D,P017,2017-05-04,1.5,1.5
B,P006,2017-03-01,3.0,3.0
D,P010,2017-07-04,1.0,1.0
D,P017,2017-08-31,2.0,2.0
D,P006,2017-10-18,3.0,3.0
D,P015,2017-07-30,2.0,2.0
D,P006,2017-11-23,3.0,3.0
B,P016,2017-04-02,2.75,2.75
D,P006,2017-06-02,3.0,3.0
D,P006,2017-06-16,3.0,3.0
D,P019,2017-07-19,1.5,1.5
C,P012,2017-09-18,2.0,2.0
C,P004,2017-07-29,1.5,1.5
C,P020,2017-07-03,1.5,1.5
B,P013,2017-04-08,1.5,1.5
A,P012,2017-03-24,2.0,5.0
C,P015,2017-09-22,2.0,2.0
D,P021,2017-06-20,1.5,1.5
D,P006,2017-03-30,3.0,3.0
A,P014,2017-07-06,1.5,1.5
B,P006,2017-07-01,3.0,3.0
A,P001,2017-10-13,3.5,3.5
D,P006,2017-03-27,3.0,3.0
E,P005,2017-07-06,1.5,1.5
A,P001,2017-02-06,3.5,3.5
E,P007,2017-12-04,2.5,2.5
B,P006,2017-11-29,3.0,3.0
A,P001,2017-05-24,3.5,3.5
D,P006,2017-10-10,3.0,3.0
A,P001,2017-03-24,3.5,3.5
D,P017,2017-01-19,1.5,1.5
E,P014,2017-01-12,1.5,1.5
E,P008,2017-03-05,2.5,2.5
D,P006,2017-12-17,3.0,3.0
D,P006,2017-03-09,3.0,3.0
D,P006,2017-05-26,3.0,3.0
C,P012,2017-03-22,2.0,2.0
D,P006,2017-10-11,3.0,3.0
C,P004,2017-11-21,1.5,1.5
D,P017,2017-04-22,2.0,2.0
D,P006,2017-08-19,3.0,4.5
D,P006,2017-01-30,3.0,3.0
E,P007,2017-01-14,2.5,2.5
D,P006,2017-11-14,3.0,3.0
C,P012,2017-04-27,2.0,2.0
E,P012,2017-04-26,2.0,2.0
E,P004,2017-11-04,1.5,1.5
C,P022,2017-01-23,2.0,2.0
C,P019,2017-11-12,1.5,1.5
E,P002,2017-12-14,1.5,1.5
C,P012,2017-02-01,2.0,2.0
E,P012,2017-03-30,2.0,2.0
D,P008,2017-10-21,2.5,6.0
B,P006,2017-07-19,3.0,3.0
D,P006,2017-12-31,3.0,3.0
D,P011,2017-12-15,2.5,6.5
C,P012,2017-09-15,,2.0
D,P006,2017-09-26,3.0,3.0
E,P013,2017-11-30,1.5,1.5
D,P017,2017-12-12,1.5,1.5
D,P006,2017-04-12,3.0,3.0
C,P015,2017-12-14,2.0,2.0
C,P012,2017-12-20,2.0,2.0
D,P017,2017-01-16,1.5,1.5
D,P006,2017-01-11,3.0,3.0
B,P011,2017-04-22,2.0,2.0
D,P008,2017-12-12,2.5,2.5
D,P017,2017-04-09,1.5,1.5
E,P005,2017-06-27,1.5,3.5
D,P006,2017-05-14,3.0,3.0
B,P019,2017-08-05,,
D,P006,2017-10-30,3.0,3.0
D,P006,2017-06-16,3.0,3.0
C,P020,2017-09-26,1.5,1.5
D,P008,2017-09-10,2.5,2.5
E,P007,2017-06-03,2.5,2.5
D,P006,2017-08-02,3.0,3.0
D,P006,2017-03-05,3.0,
D,P006,2017-11-09,3.0,3.0
B,P002,2017-11-24,1.5,1.5
E,P008,2017-05-06,2.5,2.5
B,P006,2017-06-07,3.0,3.0
C,P015,2017-11-23,2.0,2.0
D,P017,2017-03-13,1.5,1.5
E,P019,2017-06-13,2.0,2.0
E,P011,2017-05-30,2.0,2.0
E,P013,2017-06-16,1.5,1.5
C,P012,2017-06-10,2.0,3.25
A,P001,2017-07-16,3.5,3.5
D,P009,2017-02-26,1.5,1.5
D,P006,2017-12-05,3.0,3.0
D,P017,2017-05-05,1.5,1.5
A,P012,2017-08-07,4.0,4.0
B,P013,2017-02-11,,1.5
D,P011,2017-04-07,2.0,2.0
D,P017,2017-11-24,1.5,1.5
A,P002,2017-02-29,1.5,1.5
A,P001,2017-12-20,3.5,3.5
D,P021,2017-10-10,2.0,2.0
B,P006,2017-06-19,3.0,3.0
C,P011,2017-10-23,1.75,1.75
E,P011,2017-03-25,2.0,2.0
D,P018,2017-01-19,1.5,3.0
D,P006,2017-08-13,3.25,3.25
E,P002,2017-04-11,1.5,1.5
B,P002,2017-02-19,1.5,1.5
D,P021,2017-01-11,1.5,1.5
D,P006,2017-03-30,3.0,3.0
A,P014,2017-08-27,1.5,1.5
E,P014,2017-06-04,1.5,1.5
E,P014,2017-10-18,1.5,1.5
A,P004,2017-10-07,1.5,1.5
D,P006,2017-05-12,3.25,3.25
D,P011,2017-02-13,2.0,3.5
C,P011,2017-06-23,1.75,1.75
A,P008,2017-02-12,5.0,5.0
D,P006,2017-03-10,3.0,3.0
D,P006,2017-02-15,3.25,3.25
C,P012,2017-12-15,2.0,2.0
D,P002,2017-08-23,1.5,1.5
B,P002,2017-02-02,1.5,1.5
D,P018,2017-09-20,1.0,1.0
E,P005,2017-09-30,1.5,1.5
D,P006,2017-11-09,3.0,3.0
C,P020,2017-07-05,1.5,1.5
E,P014,2017-12-21,1.5,1.5
D,P006,2017-05-05,3.0,3.0
D,P019,2017-03-12,1.5,1.5
B,P019,2017-05-13,2.0,2.0
D,P008,2017-08-30,2.5,2.5
D,P017,2017-07-17,1.5,1.5
B,P006,2017-05-22,3.0,3.0
C,P022,2017-09-16,2.0,2.0
D,P006,2017-08-08,3.0,3.0
D,P009,2017-08-13,1.5,1.5
E,P011,2017-04-12,2.0,2.0
D,P017,2017-03-09,2.0,2.0
B,P006,2017-10-01,3.0,7.0
